Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1975","1975","1000 persons","12552","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1976","1976","1000 persons","12807","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1977","1977","1000 persons","13034","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1978","1978","1000 persons","13200","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1979","1979","1000 persons","13257","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1980","1980","1000 persons","13180","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1981","1981","1000 persons","12964","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1982","1982","1000 persons","12634","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1983","1983","1000 persons","12242","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1984","1984","1000 persons","11854","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1985","1985","1000 persons","11529","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1986","1986","1000 persons","11262","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1987","1987","1000 persons","11063","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1988","1988","1000 persons","11013","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1989","1989","1000 persons","11215","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1990","1990","1000 persons","11731","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1991","1991","1000 persons","12612","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1992","1992","1000 persons","13812","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1993","1993","1000 persons","15175","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1994","1994","1000 persons","16485","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1995","1995","1000 persons","17586","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1996","1996","1000 persons","18415","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1997","1997","1000 persons","19021","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1998","1998","1000 persons","19497","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","1999","1999","1000 persons","19987","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","20595","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","21348","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","22203","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","23116","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","24019","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","24861","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","25631","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","26349","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","27032","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","27708","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","28398","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","29105","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","29825","","Official data"
"FBS","Food Balance Sheets","2","Afghanistan","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","30552","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1961","1961","1000 persons","1669","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1962","1962","1000 persons","1719","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1963","1963","1000 persons","1771","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1964","1964","1000 persons","1822","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1965","1965","1000 persons","1874","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1966","1966","1000 persons","1926","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1967","1967","1000 persons","1979","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1968","1968","1000 persons","2031","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1969","1969","1000 persons","2085","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1970","1970","1000 persons","2139","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1971","1971","1000 persons","2195","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1972","1972","1000 persons","2251","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1973","1973","1000 persons","2309","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1974","1974","1000 persons","2367","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1975","1975","1000 persons","2427","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1976","1976","1000 persons","2486","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1977","1977","1000 persons","2547","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1978","1978","1000 persons","2608","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1979","1979","1000 persons","2671","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1980","1980","1000 persons","2735","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1981","1981","1000 persons","2799","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1982","1982","1000 persons","2864","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1983","1983","1000 persons","2930","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1984","1984","1000 persons","3001","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1985","1985","1000 persons","3078","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1986","1986","1000 persons","3162","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1987","1987","1000 persons","3252","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1988","1988","1000 persons","3336","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1989","1989","1000 persons","3404","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1990","1990","1000 persons","3447","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1991","1991","1000 persons","3460","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1992","1992","1000 persons","3447","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1993","1993","1000 persons","3417","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1994","1994","1000 persons","3384","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1995","1995","1000 persons","3358","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1996","1996","1000 persons","3341","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1997","1997","1000 persons","3331","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1998","1998","1000 persons","3325","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","1999","1999","1000 persons","3318","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","3305","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","3286","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","3264","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","3239","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","3216","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","3196","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","3180","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","3166","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","3157","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","3151","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","3150","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","3154","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","3162","","Official data"
"FBS","Food Balance Sheets","3","Albania","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","3173","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1961","1961","1000 persons","11561","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1962","1962","1000 persons","11845","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1963","1963","1000 persons","12136","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1964","1964","1000 persons","12443","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1965","1965","1000 persons","12771","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1966","1966","1000 persons","13123","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1967","1967","1000 persons","13497","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1968","1968","1000 persons","13887","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1969","1969","1000 persons","14287","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1970","1970","1000 persons","14691","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1971","1971","1000 persons","15098","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1972","1972","1000 persons","15512","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1973","1973","1000 persons","15936","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1974","1974","1000 persons","16375","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1975","1975","1000 persons","16834","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1976","1976","1000 persons","17311","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1977","1977","1000 persons","17809","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1978","1978","1000 persons","18331","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1979","1979","1000 persons","18885","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1980","1980","1000 persons","19475","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1981","1981","1000 persons","20104","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1982","1982","1000 persons","20767","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1983","1983","1000 persons","21453","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1984","1984","1000 persons","22150","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1985","1985","1000 persons","22847","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1986","1986","1000 persons","23539","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1987","1987","1000 persons","24226","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1988","1988","1000 persons","24905","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1989","1989","1000 persons","25577","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1990","1990","1000 persons","26240","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1991","1991","1000 persons","26894","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1992","1992","1000 persons","27535","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1993","1993","1000 persons","28158","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1994","1994","1000 persons","28753","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1995","1995","1000 persons","29315","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1996","1996","1000 persons","29845","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1997","1997","1000 persons","30345","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1998","1998","1000 persons","30820","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","1999","1999","1000 persons","31276","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","31719","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","32150","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","32573","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","33003","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","33461","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","33961","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","34507","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","35097","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","35725","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","36383","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","37063","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","37763","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","38482","","Official data"
"FBS","Food Balance Sheets","4","Algeria","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","39208","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1961","1961","1000 persons","5057","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1962","1962","1000 persons","5150","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1963","1963","1000 persons","5245","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1964","1964","1000 persons","5340","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1965","1965","1000 persons","5434","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1966","1966","1000 persons","5527","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1967","1967","1000 persons","5620","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1968","1968","1000 persons","5715","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1969","1969","1000 persons","5817","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1970","1970","1000 persons","5928","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1971","1971","1000 persons","6049","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1972","1972","1000 persons","6181","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1973","1973","1000 persons","6323","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1974","1974","1000 persons","6475","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1975","1975","1000 persons","6638","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1976","1976","1000 persons","6809","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1977","1977","1000 persons","6990","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1978","1978","1000 persons","7184","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1979","1979","1000 persons","7399","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1980","1980","1000 persons","7637","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1981","1981","1000 persons","7902","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1982","1982","1000 persons","8190","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1983","1983","1000 persons","8490","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1984","1984","1000 persons","8785","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1985","1985","1000 persons","9064","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1986","1986","1000 persons","9321","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1987","1987","1000 persons","9561","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1988","1988","1000 persons","9798","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1989","1989","1000 persons","10051","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1990","1990","1000 persons","10334","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1991","1991","1000 persons","10653","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1992","1992","1000 persons","11003","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1993","1993","1000 persons","11372","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1994","1994","1000 persons","11743","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1995","1995","1000 persons","12105","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1996","1996","1000 persons","12452","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1997","1997","1000 persons","12791","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1998","1998","1000 persons","13138","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","1999","1999","1000 persons","13511","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","2000","2000","1000 persons","13925","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","14385","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","14887","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","15421","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","15977","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","16544","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","2006","2006","1000 persons","17122","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","2007","2007","1000 persons","17713","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","2008","2008","1000 persons","18314","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","2009","2009","1000 persons","18927","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","2010","2010","1000 persons","19549","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","2011","2011","1000 persons","20180","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","2012","2012","1000 persons","20821","","Official data"
"FBS","Food Balance Sheets","7","Angola","511","Total Population - Both sexes","2501","Population","2013","2013","1000 persons","21472","","Official data"
"FBS","Food Balance Sheets","8","Antigua and Barbuda","511","Total Population - Both sexes","2501","Population","1961","1961","1000 persons","55","","Official data"
"FBS","Food Balance Sheets","8","Antigua and Barbuda","511","Total Population - Both sexes","2501","Population","1962","1962","1000 persons","56","","Official data"
"FBS","Food Balance Sheets","8","Antigua and Barbuda","511","Total Population - Both sexes","2501","Population","1963","1963","1000 persons","57","","Official data"
"FBS","Food Balance Sheets","8","Antigua and Barbuda","511","Total Population - Both sexes","2501","Population","1964","1964","1000 persons","59","","Official data"
"FBS","Food Balance Sheets","8","Antigua and Barbuda","511","Total Population - Both sexes","2501","Population","1965","1965","1000 persons","60","","Official data"
"FBS","Food Balance Sheets","8","Antigua and Barbuda","511","Total Population - Both sexes","2501","Population","1966","1966","1000 persons","61","","Official data"
"FBS","Food Balance Sheets","8","Antigua and Barbuda","511","Total Population - Both sexes","2501","Population","1967","1967","1000 persons","62","","Official data"
"FBS","Food Balance Sheets","8","Antigua and Barbuda","511","Total Population - Both sexes","2501","Population","1968","1968","1000 persons","63","","Official data"
"FBS","Food Balance Sheets","8","Antigua and Barbuda","511","Total Population - Both sexes","2501","Population","1969","1969","1000 persons","64","","Official data"
"FBS","Food Balance Sheets","8","Antigua and Barbuda","511","Total Population - Both sexes","2501","Population","1970","1970","1000 persons","65","","Official data"
"FBS","Food Balance Sheets","8","Antigua and Barbuda","511","Total Population - Both sexes","2501","Population","1971","1971","1000 persons","66","","Official data"
